,mean_syllables_word,mean_words_sentence,n_sentences,n_words,sentence_similarity,track_id,vocabulary_wealth
0,-1.0,-1.0,-1,-1,-1.0,5KIfHjHI5NIsPHNt58qua0,-1.0
1,1.1,5.65,31,326,0.043010752688172046,13keyz9ikBe6ZpRasw7l4X,0.45
2,1.37,4.77,74,532,0.050351721584598295,1WugzepXsLjnsM0K4UaWYc,0.59
3,1.95,3.38,72,430,0.028560250391236306,2MO6oEAlMKcsfI8xP3yoy8,0.49
4,1.16,2.99,68,368,0.04784899034240562,1i4St7fmSUE9nB3R9n8fol,0.47
5,1.32,4.21,39,256,0.04048582995951417,3UyfvY3Gs6d4wvq8O4ANqQ,0.6
6,1.24,2.98,50,287,0.03836734693877551,2zhk0kypGeOPsaaZcjyc14,0.49
7,1.32,3.44,86,524,0.05006839945280438,3pjampEJWz0wJuiFYyzX0x,0.59
8,1.16,3.11,38,194,0.08392603129445235,3xBGFVU2b2PV556Q3ebsQH,0.58
9,1.86,2.94,34,187,0.0481283422459893,4JbTcgrkSwBieKJ8GInB02,0.62
10,1.4,3.53,53,320,0.05660377358490566,5wAhrduRLWFLI3stVpoMV2,0.52
11,1.13,2.95,43,212,0.06201550387596899,5uPWILEXkNy1D0MJzi9ByM,0.54
12,1.13,3.25,76,398,0.07649122807017544,6jRNplNtd8xT0sc4iUJyW5,0.36
13,1.18,3.88,48,306,0.06294326241134751,0x30gzRkbCTG1SvEEM31hG,0.42
14,2.09,5.52,23,226,0.07114624505928854,7rAeisif8xqpyYZa8amZXp,0.69
15,1.4,3.53,53,320,0.05660377358490566,4vV5HmDVShcevgnVS27ZyW,0.52
16,1.2,3.65,40,234,0.10128205128205128,0E4PLIdbUoo2jzKK9xQLPo,0.53
17,1.24,3.65,34,203,0.0106951871657754,28C4nmrd7BTu0XbOmaTHZr,0.72
18,1.36,5.04,85,574,0.0546218487394958,4BxfXnGbnlibcUUPKog7Ne,0.44
19,1.87,4.12,17,137,0.04411764705882353,24U7yMeIbDoIn8aZXtOj13,0.62
20,1.4,3.53,53,320,0.05660377358490566,3RRaovpybNKtnB6VrBGhoZ,0.52
21,2.1,3.46,39,212,0.07692307692307693,47s4XA6vlTpAR4idH3CZk4,0.66
22,1.39,4.46,41,326,0.03170731707317073,2tGSIjqZ23cTR4fYTc1MbX,0.64
23,1.43,3.59,80,554,0.04556962025316456,7HzMcKpsKOTWzLKsmEoeHR,0.54
24,1.94,4.18,40,239,0.08205128205128205,4NFqlsk3yQn7DULU8OGnfP,0.51
25,1.4,3.53,53,320,0.05660377358490566,1KhYtrS2fa04ApR9neYRm8,0.52
26,1.44,4.16,37,258,0.13363363363363365,7yF8EDwOVairwNdxhuzmYu,0.48
27,1.49,3.71,45,277,0.047474747474747475,0ZrRfFSH6kNp62zUXMDOlu,0.67
28,1.62,2.51,37,152,0.03903903903903904,4dH8jfyvkm18cgn0nPxSER,0.65
29,1.85,3.94,36,250,0.01746031746031746,0c7lU80Pi0d8cHh1qGnuqk,0.63
30,1.4,3.53,53,320,0.05660377358490566,4RXjmJrLbH9DNROHHaMbNc,0.52
31,4.0,0.5,2,1,0.0,3RjVq53SCGBJAn2N5pAml7,0.0
32,1.1,3.67,55,384,0.05454545454545454,1PkMO2tQMszcKznHFKbd84,0.49
33,1.27,4.56,25,176,0.0,1jPgiz2WX7uzRqByH2TyTz,0.77
34,2.04,3.64,42,257,0.04878048780487805,54TwNxgRorpA9lsStXcv0k,0.56
35,1.4,3.53,53,320,0.05660377358490566,6FJamQryHRITSdGXQFsWyg,0.52
36,-1.0,-1.0,-1,-1,-1.0,36fswRCmYh3PZut815LyhH,-1.0
37,1.24,3.6,45,326,0.06666666666666667,2T2sYc1gWVAxmHBWUtRzq5,0.53
38,-1.0,-1.0,-1,-1,-1.0,2kgxYag8woDOgxFIrkGyYc,-1.0
39,2.1,4.67,9,63,0.05555555555555555,5kXRgYki3KbZFanPhJBvbl,0.64
40,1.21,4.47,19,124,0.0,3tPkpHZaLW0IeuN8bRTJWf,0.74
41,-1.0,-1.0,-1,-1,-1.0,4aZsMBnqCHrU3V4kC6sxoh,-1.0
42,1.2,4.96,72,585,0.003129890453834116,3lQbeO9VFBDaKGjwKp1o3w,0.67
43,-1.0,-1.0,-1,-1,-1.0,2sbUWtAhUyGYXiCch6OcmO,-1.0
44,2.1,4.67,9,63,0.05555555555555555,5WKV0jy7T3fzk5Lji9BpRf,0.64
45,-1.0,-1.0,-1,-1,-1.0,5rM7EUGnSAYq0R1de2mV09,-1.0
46,-1.0,-1.0,-1,-1,-1.0,5aNHYdmiTCC2TwL5DRtcNW,-1.0
47,1.21,4.66,32,244,0.08870967741935484,1FmrgKa0scdSOUDkw4nbUg,0.49
48,-1.0,-1.0,-1,-1,-1.0,1BwRPnTsftLcRhvavIlfqX,-1.0
49,2.0,3.88,43,307,0.02547065337763012,7hJ50qGogxnnOto7kISbSQ,0.61
50,-1.0,-1.0,-1,-1,-1.0,7BrXygaE3fz0fyLUqvcTEX,-1.0
51,1.06,3.81,43,324,0.08859357696567,74XW1ak5iD1GvAai49aFVO,0.4
52,1.23,4.6,72,571,0.04029733959311424,2tqd5MGF8wXhpHoOKXoF3A,0.48
53,1.33,2.69,80,328,0.16360759493670887,5VcdC4ECqjaqJMRxlt7foA,0.36
54,2.24,3.27,15,90,0.0,7cGu8dFYxocYccdAR9mOGL,0.74
55,1.23,5.03,72,606,0.02034428794992175,6SqqsrQBdYGNuLJzo6oRQY,0.54
56,1.06,3.81,43,324,0.08859357696567,0fcCyjyMDhoy2rajly9DhH,0.4
57,-1.0,-1.0,-1,-1,-1.0,75eBlDELBxcdWWIJBTFSwb,-1.0
58,1.31,3.2,51,239,0.0815686274509804,181meJmk2QVQJnPsagVreh,0.47
59,1.4,4.12,52,376,0.0196078431372549,01CoJ5SrLd5V9nm9oD3b1m,0.65
60,2.08,3.18,77,413,0.012987012987012988,0ejL4yYcCqLwr02rs9SkFb,0.7
61,1.06,3.81,43,324,0.08859357696567,07nMdrTWeh2tRz0r4Kggfn,0.4
62,-1.0,-1.0,-1,-1,-1.0,1Zj4AHgqSCwkk0eSV6urkI,-1.0
63,1.9,2.54,56,285,0.02142857142857143,77yoehle1v0jCpg01qc1Rc,0.68
64,1.21,3.13,104,465,0.038834951456310676,42HGl10TZF0LLfLgMWNtfw,0.44
65,1.67,3.51,55,303,0.03164983164983165,2zDvWg7Z50kDZ46y7rMd4P,0.67
66,1.06,3.81,43,324,0.08859357696567,2TeUErEQ5EmLf17Dvst9vJ,0.4
67,1.1,3.16,61,362,0.03114754098360656,3xbJKmI4nJsrNWsR19FXdu,0.53
68,2.02,2.4,50,197,0.03918367346938775,4XyNlQCfE4ndIeT6jo1bcy,0.54
69,1.8,2.31,51,150,0.050980392156862744,0q1hmhVWdR04mZup6mR56u,0.45
70,1.23,3.99,85,625,0.0350140056022409,7JO7nWzLnlqAhfbXEl22pj,0.66
71,1.06,3.81,43,324,0.08859357696567,6Cf03pWUSvaVUyQ44InlmE,0.4
72,-1.0,-1.0,-1,-1,-1.0,1vWaSsuHYVTiIYGA2SNWrZ,-1.0
73,1.22,4.13,39,228,0.07017543859649122,0WDw5CWfa8Bk3hmqyNehtu,0.51
74,1.21,3.32,44,285,0.07928118393234672,2AgqXfsn2W4lXjchlqRyz1,0.57
75,1.27,4.0,50,297,0.06448979591836734,0Vwzog0nFr50TCJJOklFbz,0.52
76,1.06,3.81,43,324,0.08859357696567,4vg4uYCBgLzFHyJzCrWN9r,0.4
77,-1.0,-1.0,-1,-1,-1.0,4x1k7D2Lf9I0nrHLPkTFjC,-1.0
78,1.33,3.27,64,366,0.04662698412698413,1h8OjoX94lp8npq80D6yLK,0.46
79,-1.0,-1.0,-1,-1,-1.0,3uw1MyHk7j2DeoMprVsmIV,-1.0
80,1.45,3.67,12,57,0.12121212121212122,0HUDWKZ341q282Fn2P2tf3,0.59
81,1.06,3.81,43,324,0.08859357696567,5DP7xcD1TATmu4dMvA8rkh,0.4
82,1.95,3.53,96,606,0.029166666666666667,2R7fljjzrK1HERQinrgYyU,0.52
83,1.37,2.74,42,175,0.03484320557491289,4NRfb43upnaKuzjMVKPe2B,0.51
84,-1.0,-1.0,-1,-1,-1.0,3zw2IvCXlfSr2D0Zvfrjhm,-1.0
85,1.62,22.66,44,1872,0.007399577167019027,7hIS7EYniq344LCn6y8Unj,0.7
86,1.06,3.81,43,324,0.08859357696567,5NQOSwtfeZacojTM6yinkC,0.4
87,-1.0,-1.0,-1,-1,-1.0,4sj4Nh0w7MBovyDGHhbP9O,-1.0
88,1.3,2.96,53,212,0.022496371552975326,5TblOn6KkBhC6ECLhDakN2,0.56
89,-1.0,-1.0,-1,-1,-1.0,5mWQA4pfiMnrPnaqWIwN5E,-1.0
90,1.78,4.77,43,310,0.008859357696566999,66hhxEaej22ngiSB1XUOth,0.74
91,1.06,3.81,43,324,0.08859357696567,0Urhw82Nrjcqne6oFcfDK8,0.4
92,-1.0,-1.0,-1,-1,-1.0,4jRCg0yRe0dcZeY4Pdh9wv,-1.0
93,1.32,3.1,58,287,0.038112522686025406,2EGY7HRjpm8WwJbQIg1S1e,0.59
94,-1.0,-1.0,-1,-1,-1.0,5eXzBj6k2zx8TQhdXKI2mw,-1.0
95,1.18,2.96,53,276,0.011611030478955007,6702Pd1FKaEwxhd2MU8fWl,0.65
96,1.06,3.81,43,324,0.08859357696567,5bArA4vY1B1I5Q2sSa8B63,0.4
97,-1.0,-1.0,-1,-1,-1.0,4jcBXBEAVg2jGzWmLiDgXc,-1.0
98,1.25,3.53,34,204,0.040998217468805706,6eS4SrEfNAQjFi7ETrw1eW,0.66
99,1.25,6.48,31,366,0.012903225806451613,3hDdoYcloluv7FeoFZUP63,0.69
100,1.32,4.48,63,422,0.08038914490527393,0S3gkUN1Z7tgCUnWYOU4zB,0.61
101,1.06,3.81,43,324,0.08859357696567,7GdMDMaJoSsteypjXGUayr,0.4
102,-1.0,-1.0,-1,-1,-1.0,0bJbcKZioj1TXGZQf2CqLI,-1.0
103,1.2,3.32,40,199,0.07564102564102564,6Ycd652t94EhfqkimmlJfL,0.38
104,1.21,2.97,31,175,0.06236559139784946,0EUUDOsagEyFO0iVUlOqeS,0.51
105,1.23,3.99,85,625,0.0350140056022409,1oX92OZf3Ln4n5x9X8MgPo,0.66
106,1.06,3.81,43,324,0.08859357696567,4XiUDQ7x41x2BrCMB3KChJ,0.4
107,-1.0,-1.0,-1,-1,-1.0,5cae7SInhNkVEMF796VJYb,-1.0
108,1.23,3.25,28,171,0.07936507936507936,4QesgDOrAoI2sfMfrYgOnZ,0.56
109,1.75,2.78,37,148,0.018018018018018018,2yQMmtem48vOjB1OXAvbKD,0.65
110,1.36,3.57,42,259,0.008130081300813009,1dOD3agtyjo5m0OQgJ4g7X,0.68
111,1.06,3.81,43,324,0.08859357696567,7mH7J0TXKNK1X3fnLjNcJi,0.4
112,2.03,2.75,28,116,0.04497354497354497,2W8sdlfr1p6TeWWZCIgcZl,0.63
113,1.55,4.09,33,223,0.041666666666666664,5YaXjB2poC4dN4gD08vdgT,0.59
114,1.76,2.38,45,143,0.04242424242424243,6OxRX1BuBlQVH3Vi9qAJ74,0.6
115,1.62,2.24,34,117,0.0285204991087344,3wWaXHLmD3FoDpBX3Co70l,0.65
116,1.25,2.8,45,222,0.00909090909090909,0L6lVIgGqVHnmR3BIy8GHa,0.7
117,2.09,3.94,54,394,0.013277428371767994,7qxXjfV4xGKnsEPcyq0ZNh,0.64
118,1.44,25.56,106,5106,0.00017969451931716083,1PGJHAEqbGqiqj3Cthmx4p,0.57
119,-1.0,-1.0,-1,-1,-1.0,1YnWgkdp8qfnEAb40G3NG2,-1.0
120,1.12,3.2,51,309,0.03686274509803922,76WTZA3E0r1Q4n8vQNsIjL,0.49
121,1.34,4.04,45,259,0.06767676767676768,4IKSQnUtzeB2LiloBkTC7e,0.45
122,2.11,3.67,18,106,0.006535947712418301,1yEcWhhCtKlmknFfjLRkRY,0.73
123,1.44,25.56,106,5106,0.00017969451931716083,57QTbL0qKJJCKGUj2PW3CT,0.57
124,1.99,2.81,67,434,0.03573043871551334,5XVvPIf8JnJADMh6E63G2E,0.65
125,1.89,4.0,21,125,0.03333333333333333,5QJRMoJr86EhrxnREVI50T,0.7
126,1.29,4.33,49,301,0.00935374149659864,3oJZX7VBFRm0huOBTgocBI,0.74
127,1.74,2.12,32,118,0.04233870967741935,6IB6NjSuX9ZCGSAhW0ASgb,0.62
128,-1.0,-1.0,-1,-1,-1.0,77QDBf1zTvyegtTpAO5EpH,-1.0
129,1.23,4.99,71,462,0.06317907444668008,561wuTsULPGB251Wn8UHCp,0.41
130,2.32,3.17,24,127,0.036231884057971016,45rQqSqb95p5lkZy13Tl1u,0.65
131,1.17,2.73,30,133,0.02528735632183908,2MLmKs1NNUKoj2KdZLmpZm,0.54
132,2.29,3.48,48,332,0.04521276595744681,0edZTUrfl9Jw4cLCnloqRd,0.69
133,-1.0,-1.0,-1,-1,-1.0,3g2tB9iQhbyiFPboJJDtgp,-1.0
134,1.76,3.99,71,447,0.028169014084507043,4U8A1sXObJs0UN9VcPAIeG,0.59
135,2.0,1.0,2,2,0.0,6HCbtJCgv3guNNVP14vK1x,0.0
136,1.15,4.21,38,263,0.05405405405405406,41ImbqsL1UgfIoMehhtDjL,0.48
137,1.9,3.49,72,498,0.1341940532081377,73xCv1IAfmVWtsDNTQvQzj,0.51
138,1.44,25.56,106,5106,0.00017969451931716083,1vl4PM2ZMPjQOCRRZFo6aj,0.57
139,1.16,3.06,65,210,0.027884615384615386,3ryjLm3oupIjJFGc39naNi,0.55
140,2.12,2.57,23,109,0.05533596837944664,45vSa9GcUjSdLNtf7bk05I,0.62
141,-1.0,-1.0,-1,-1,-1.0,7w2p6i7SNOx1RNJKrwcq6i,-1.0
142,2.06,3.29,55,285,0.02154882154882155,5XNeals8E3mLTZO2fmVPOB,0.73
143,1.44,25.56,106,5106,0.00017969451931716083,3EKlzHlD6eo6MBpV4BXrCd,0.57
144,1.12,3.23,47,240,0.06845513413506013,0znetZf9bcVN1xjAhQ00LH,0.47
145,1.83,3.08,49,229,0.011054421768707483,7LTz3mBUUA3C6keITI7yhK,0.69
146,-1.0,-1.0,-1,-1,-1.0,2jq9SbOrHF1zl3yLqkC4tJ,-1.0
147,2.06,3.49,55,304,0.02962962962962963,0B5pOLlr0OLEVdE0PBG8pF,0.6
148,1.44,25.56,106,5106,0.00017969451931716083,087mI97bB0zaFPLWBpyNK2,0.57
149,1.18,4.0,64,465,0.06547619047619048,4VAblZCtZSqqhSF7XnijUT,0.48
150,2.02,2.73,86,363,0.037209302325581395,3YpDNLFNIBJjoUFJHyGC65,0.53
151,-1.0,-1.0,-1,-1,-1.0,75SZikX8C7r8dPHq8zXv13,-1.0
152,1.64,4.78,88,653,0.014890282131661442,66NPq7686mbZFY5W2fOVWA,0.65
153,1.22,3.65,107,745,0.20772350555457592,6FxIFhVlOvI1wcXWe8LKei,0.31
154,1.12,3.86,91,459,0.020024420024420026,1mQR7TFAmVIc8nF37q9Vet,0.62
155,1.81,3.3,43,174,0.08748615725359911,3CIrrUbjQjEx3oDT3Evesb,0.62
156,-1.0,-1.0,-1,-1,-1.0,1ZGs3pOjly8mWaoWW5TNCI,-1.0
157,-1.0,-1.0,-1,-1,-1.0,0V5aSGaNYMwnpv4CZO7JkD,-1.0
158,1.22,2.88,72,398,0.03990610328638498,1DehJS9OjpwiFSiP27SEDq,0.46
159,1.4,3.49,55,338,0.02962962962962963,5LTgZiH8bAPVxxEzPRYITs,0.54
160,1.9,2.48,58,219,0.03206291591046582,2awKQgW88iq9jFM54VaCAp,0.56
161,-1.0,-1.0,-1,-1,-1.0,0CwQPwnzLBIc7mXJGyqfHe,-1.0
162,2.09,3.68,44,254,0.02536997885835095,6O9fqAOalTCsizK6TAC7pq,0.66
163,1.0,2.12,8,17,0.0,2kp6RlKzW0XVvDxHLUi6kA,0.69
164,1.21,3.49,45,287,0.15454545454545454,7tyy53a5FzWqhHeloyrO7k,0.31
165,1.13,4.5,124,1101,0.2044322056123787,2qgUF9fPrq5ZnHY6PxZdIi,0.2
166,-1.0,-1.0,-1,-1,-1.0,1A9itLn4YwNmdXboFRbtnl,-1.0
167,2.3,2.67,24,144,0.06884057971014493,5JiRNiFW0qVuN3TkbpRnyJ,0.72
168,-1.0,-1.0,-1,-1,-1.0,7gTYewmZgczseeqkjuCyU3,-1.0
169,1.41,6.38,13,138,0.0,7KXEhfjwdxHVra8VcT2QHH,0.71
170,2.07,3.26,50,258,0.027755102040816326,0nw90AIXzNTfb9acnlM9Mg,0.62
171,-1.0,-1.0,-1,-1,-1.0,1yebRwNzpmwO9sGUKGoEfR,-1.0
172,1.92,2.82,39,178,0.02834008097165992,1OjT7kzrMsYFhzTKkzEyiT,0.61
173,1.21,3.06,17,86,0.022058823529411766,0IywSq9ht03ZUKIobc55cY,0.74
174,1.85,2.44,107,375,0.029624404866866513,3MNc65D2Eh3dxu61nFSZJT,0.51
175,1.33,7.89,563,7158,0.0016940260298477273,1Ry1OlqBSTxRCY8uMNYWrE,0.44
176,1.49,22.76,217,9732,0.0017921146953405018,3SdJip8cc37TwysCN9WC6R,0.48
177,1.76,3.28,29,148,0.08620689655172414,1FlYaJEsXJVRXHmSyaueQY,0.56
178,1.19,2.64,53,270,0.11030478955007257,4yVv19QPf9WmaAmYWOrdfr,0.36
179,2.02,6.77,26,364,0.046153846153846156,1cuw5sEzw6FIz7bciXOxoi,0.58
180,1.27,2.57,35,180,0.07563025210084033,6yIaRcvzhIrukxS4VVhil0,0.59
181,1.5,21.73,222,9283,0.0006114711997064938,0lFJxKAEaXSzRErN9Fmsej,0.49
182,2.07,2.81,59,244,0.026300409117475162,23c1U1AQV5KbH79aV9FhTm,0.56
183,1.38,2.65,20,82,0.005263157894736842,2BEqkiPEzz4tYul7V0SGxW,0.73
184,1.75,2.82,51,222,0.05803921568627451,5SSSRtt1cUP7a0YKxvM63m,0.49
185,1.19,2.26,19,102,0.25146198830409355,11SBypi2IKjbtrizpxSdvN,0.38
186,1.59,26.81,154,7752,0.00025464731347084286,33MT8kZxtFTz56FX0xdMy1,0.52
187,1.78,2.76,38,164,0.04694167852062589,4vzCiofKdS56yNPo7kl4vd,0.57
188,1.22,3.08,50,296,0.017142857142857144,1EXyAPbplzZKhFZx54smQW,0.65
189,2.03,3.84,31,242,0.08172043010752689,1CIUos10Or0tFaf4ZhaSfW,0.53
190,1.27,2.66,82,430,0.059018367961457395,1xWBqqhjJpMPZO1nGHnOi5,0.4
191,1.16,3.32,28,140,0.0582010582010582,51PiKLm6KSA4IvHL81tjUc,0.61
192,2.09,3.68,44,254,0.02536997885835095,3yzkKgMeqMQjZl5BU40qC7,0.66
193,1.15,3.25,55,341,0.10235690235690235,6tFFZ3OYoHbTolG08QsuBa,0.42
194,1.9,3.09,74,346,0.006293965198074787,4lfwM9i07jPYy2iHyBmHTP,0.72
195,2.17,4.27,51,289,0.0392156862745098,1NidlOqOiP0atLVrd0IsG6,0.61
196,1.51,16.62,273,8647,0.0023163111398405516,5Dy7TrNunm12mDOijmmCrg,0.53
197,2.36,6.25,4,35,0.0,2jbUYDPtRv39rWnCdh3Ote,0.71
198,1.28,3.21,33,185,0.06818181818181818,7mh09LniAOBK6JQkCffAc9,0.53
199,2.05,3.13,46,257,0.01642512077294686,0PLpw3w76h4mVnXUDnveRG,0.71
200,1.15,3.06,36,187,0.06031746031746032,5lqc5jWMnnL5him8NjCrP0,0.49
201,1.54,25.81,140,7071,0.0013360739979445015,43HQdpgClfjSRJ28NOAGpQ,0.54
202,-1.0,-1.0,-1,-1,-1.0,01cQH1jlneRfdx0WEZXdl3,-1.0
203,-1.0,-1.0,-1,-1,-1.0,5nlzF0hhm9Z4VMzoQY4CPb,-1.0
204,2.05,3.13,46,257,0.01642512077294686,0PjlzKDwfuFVpvCT2Ev7KO,0.71
205,1.37,2.55,33,153,0.14204545454545456,44qEQsgGIiKEE6oYwOGo2s,0.42
206,-1.0,-1.0,-1,-1,-1.0,5yeWJWCsJiPTfnLFazJvHM,-1.0
207,-1.0,-1.0,-1,-1,-1.0,7n1wEyjYKLR5vQCmCtKeAg,-1.0
208,-1.0,-1.0,-1,-1,-1.0,212GDA7eKsloForeaIbZF4,-1.0
209,2.05,3.13,46,257,0.01642512077294686,6u0YMyjnpSHi8EyHRkCCAP,0.71
210,1.37,2.55,33,153,0.14204545454545456,49G0Rj1qpt75vdgiOo8QAE,0.42
211,-1.0,-1.0,-1,-1,-1.0,3Ff1bUsAWYtgnDMTjYWtbT,-1.0
212,1.17,3.17,58,361,0.056261343012704176,5st5644IlBmKiiRE73UsoZ,0.51
213,-1.0,-1.0,-1,-1,-1.0,43D55azpb4dP2ExjqzfnTJ,-1.0
214,2.0,3.56,43,278,0.03211517165005537,7jkIwEJXP3nmTO3fsCJmnS,0.59
215,1.34,2.77,75,389,0.08,3Y0VSWTyXPeOevtxyLSoYl,0.47
216,1.26,5.33,30,279,0.08045977011494253,0rwf08N6Fm5K57S7e7FJty,0.59
217,2.03,2.37,27,94,0.002849002849002849,0xt7T3rqNolRjO0AUWqBiD,0.77
218,1.88,2.61,49,279,0.09693877551020408,0NCQuXo5AGew6q50KwPngk,0.55
219,1.91,3.85,55,397,0.016835016835016835,5MSlG8Mg7OQkgJ0on0Qrhl,0.58
220,1.83,3.69,16,99,0.15833333333333333,16Yk5i4C9QLJ2QgmI0O3xJ,0.65
221,1.31,4.05,38,284,0.03840682788051209,4gKAUuYEAAzbHO5WRJo6Mo,0.61
222,2.89,1.91,34,128,0.38859180035650626,2CCJ1YRPIk7c2VtRL8JMhg,0.58
223,1.87,4.41,29,234,0.16009852216748768,49eIAccdfjzsKjo7WPuAFJ,0.45
224,-1.0,-1.0,-1,-1,-1.0,2vIII75KZKo5t8f9ZTwQVh,-1.0
225,2.23,2.74,47,206,0.05365402405180388,23rgHw4IITKwFcOOl7jgvU,0.56
226,1.31,4.05,38,284,0.03840682788051209,1gVkQo9V1l9eBRd2BE5BCX,0.61
227,1.99,2.19,42,142,0.03484320557491289,1Wl531T4EVU5ZqMPy82Rpj,0.62
228,2.12,3.17,41,191,0.02926829268292683,1vyVUVhfJAqPpPI0PmUR5X,0.57
229,-1.0,-1.0,-1,-1,-1.0,5mRqGsYYMs27rV43dgVmv2,-1.0
230,2.52,3.03,36,157,0.1746031746031746,4nkYrlh6B5DhAYjt142N1S,0.6
231,1.2,3.53,38,274,0.032716927453769556,0peW8YFIg0zd2YKyO91O3y,0.59
232,1.37,3.33,33,158,0.007575757575757576,1gZmLcA6IqI4YGhKIfFO8E,0.71
233,1.93,4.35,23,180,0.06719367588932806,05BD87wSnrHtYe1SpeOkcE,0.59
234,1.29,2.84,67,405,0.03211216644052465,7lcHczTxRgE1BMhLRSBd7b,0.48
235,1.68,2.56,39,156,0.024291497975708502,1bLNoffW6MAXLnS1TlDzTQ,0.68
236,1.2,3.53,38,274,0.032716927453769556,271LwLYaOxxFjZ24maQZcy,0.59
237,1.12,3.67,58,337,0.024198427102238355,1jgr7hrjegI0n8fEcY06vy,0.55
238,1.88,2.45,33,133,0.06060606060606061,2dWcpXLm7nNzZ6YiXdW23O,0.55
239,1.26,3.11,54,332,0.02166317260656883,4IT9EdsU8xzEmCy1ZNfqLf,0.64
240,1.85,2.96,50,251,0.019591836734693877,5a3l8FTXaRGFkUn9jdvqKa,0.61
241,1.2,3.53,38,274,0.032716927453769556,3xXltlaLeerkxFFwOKQigE,0.59
242,2.14,2.63,46,182,0.03188405797101449,7F7tFeqLgDVEmRWqlYclHG,0.67
243,1.69,2.65,40,156,0.04871794871794872,7fCpijE5xdqRjvyEv8tx6E,0.51
244,1.26,3.1,41,248,0.05731707317073171,6Ae3iEZalzep9aDRbGGMHK,0.48
245,1.94,2.57,47,171,0.008325624421831638,0pfF58iE7Yxr8kz4ERJYTx,0.73
246,1.35,4.65,26,228,0.024615384615384615,02bVUI20o1fsVPBy73xcQv,0.63
247,2.12,3.24,50,252,0.011428571428571429,3TIkut2zp86kcWkzyGEFCS,0.73
248,2.12,2.44,34,144,0.016042780748663103,7xNvkborz5fC8SaTe3ecQl,0.65
249,-1.0,-1.0,-1,-1,-1.0,6fuaLJ9mfS4xJqSuKsDJqZ,-1.0
250,1.81,3.38,50,317,0.07591836734693877,7buM0PkssjOLSWROqVrYYD,0.54
251,1.51,6.19,27,344,0.03418803418803419,0k7JnRCx6AOgsehwbTFKy6,0.64
252,2.27,3.05,21,100,0.009523809523809525,3Vi6ox0tnOXhkmsKRHXykW,0.75
253,2.08,2.77,53,215,0.12119013062409288,2zrXo3DZdEgp317Hfj2g08,0.64
254,-1.0,-1.0,-1,-1,-1.0,75sKdwz69Hx5iDmBN3PEsL,-1.0
255,1.96,2.85,34,144,0.0481283422459893,0hNjrvEpHe4LMWQ2ARc9Hh,0.51
256,1.2,3.53,38,274,0.032716927453769556,49MRpDD4D2JgkEdneVWvmg,0.59
257,1.15,5.52,25,268,0.18666666666666668,0cqetEMWwpwK2ssYu5iLu5,0.64
258,1.85,3.74,27,179,0.03418803418803419,5uXc8RpwAwKylPa0qeBhJl,0.66
259,-1.0,-1.0,-1,-1,-1.0,3BcxoZEZUgXEjg3BD6Qydz,-1.0
260,2.08,2.17,35,138,0.1092436974789916,0tVrcz2aTyseeqdsoxIcqW,0.68
261,1.41,3.76,90,629,0.05418227215980025,4DMSNaJcSirQN31BSf2BeZ,0.28
262,1.12,3.67,58,337,0.024198427102238355,6EqH6OTtC3KMxRsU2OGF9A,0.55
263,-1.0,-1.0,-1,-1,-1.0,3OlGw2xQsGHoECr9JbGmbe,-1.0
264,-1.0,-1.0,-1,-1,-1.0,1agAdvn9aS9x2FU27udkXh,-1.0
265,2.05,4.75,40,328,0.028205128205128206,67AhQKal8l6ws3rjGVzliY,0.56
266,1.61,4.61,54,397,0.13487071977638015,5Dz4vtES4OS603WFvED3px,0.58
267,2.27,2.32,22,68,0.0,04w8gONnFBDA75VEXUAuWo,0.74
268,-1.0,-1.0,-1,-1,-1.0,7zQhFZF8htxG6P7w0tVy2L,-1.0
269,-1.0,-1.0,-1,-1,-1.0,0BYa4bI90EAdBSXyD4u6JX,-1.0
270,2.18,3.2,35,188,0.02857142857142857,6oSYFdzNQE4xcMHZSsLSyG,0.61
271,1.48,3.77,43,260,0.023255813953488372,5gKWS2BkwVlyvWwaPrkjpW,0.62
272,1.27,3.42,318,1773,0.006110747376148245,7aKQopXQG1jE7fmpyQJPep,0.47
273,-1.0,-1.0,-1,-1,-1.0,7uw7m2p9NAMApIPygQ3h1H,-1.0
274,1.29,2.6,53,262,0.02177068214804064,3ezHsjftL6BdBL0uHOMOrd,0.57
275,1.43,2.24,21,71,0.06190476190476191,3aIkn4HTMpZO9pEruvDZs9,0.65
276,1.24,4.49,59,444,0.019871420222092345,6o79O9qBP3OAkWOXajAQIS,0.63
277,1.23,4.31,121,804,0.07837465564738293,7pXg7XPfXOYuD645C88vp8,0.26
278,1.38,5.31,13,106,0.0,1ci7qBXARnebpG8qELe8th,0.77
279,1.25,3.23,43,255,0.013289036544850499,3892iPhCn6bo6T6hr661Eh,0.67
280,1.43,3.29,7,35,0.0,51hyo6jOb6ztdXkgUYahzt,0.7
281,1.19,3.57,61,360,0.060655737704918035,73E08jF1urQQSO0oTzCPpP,0.39
282,1.69,3.65,31,163,0.07311827956989247,1Dm3eEjof5o2tVp5GKSMkz,0.53
283,1.38,5.31,13,106,0.0,1WgCLipNXwSXXJzT4Jahcp,0.77
284,1.29,5.77,22,181,0.19913419913419914,6BL4CNLbBcxMNnNVILaw55,0.5
