track_id,release_year,decade,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,artist_popularity,followers,mean_syllables_word,mean_words_sentence,n_sentences,n_words,sentence_similarity,vocabulary_wealth
3eNugbQGV3mGmbaQXAQGAS,2019.0,2010s,0.0693,0.844,0.598,0.000129,0.337,0.123,108.012,0.571,31.0,3.7612001156935624,1.73,3.56,4.3694478524670215,6.1224928095143865,0.0915750915750915,0.37
0pHI8YeWQqWvJHFMfo4VUO,2008.0,2000s,0.028,0.513,0.766,0.000118,0.0852,0.04,141.94,0.662,21.0,7.321849713788356,1.77,3.47,3.4965075614664802,4.955827057601261,0.0826612903225806,0.41
2exsNDr7iveMCBiMRoztLC,2019.0,2010s,0.448,0.476,0.445,7.13e-05,0.141,0.387,81.396,0.377,39.0,7.341483852363161,1.95,3.66,4.653960350157523,6.375024819828097,0.0151232262882748,0.66
6QJLJ7LhunlxbwkobbjJBx,2000.0,2000s,0.229,0.648,0.562,0.145,0.0386,0.0593,106.119,0.815,10.0,6.79794041297493,1.46,5.66,3.4011973816621555,5.579729825986222,0.0467980295566502,0.51
7v5fIXqgB0nd5KgekRDe4M,2019.0,2010s,0.0973,0.848,0.809,0.0024,0.346,0.0646,128.08,0.912,44.0,13.268062442741783,1.11,4.29,4.564348191467836,6.267200548541362,0.0936170212765957,0.32
2fIk79ZPj7BB8GCP3m1zl5,2013.0,2010s,0.434,0.735,0.671,0.0,0.581,0.0675,115.024,0.752,8.0,5.958424693029782,1.46,5.66,3.4011973816621555,5.579729825986222,0.0467980295566502,0.51
6lIo8p7y03LZAQMlPKyV3y,2008.0,2000s,0.877,0.679,0.357,0.249,0.581,0.024,77.979,0.615,28.0,8.584103896698863,1.81,3.29,3.58351893845611,5.093750200806762,0.0386554621848739,0.69
4mhpimRVGZjXMpuaHYBiMO,2017.0,2010s,0.376,0.552,0.771,0.00932,0.0906,0.0445,145.573,0.86,9.0,6.295266001439646,1.46,5.66,3.4011973816621555,5.579729825986222,0.0467980295566502,0.51
0JvDwEwbJPxK59qxE1g7Sf,2017.0,2010s,0.0636,0.436,0.743,2.35e-05,0.233,0.0864,104.765,0.838,6.0,3.5553480614894135,1.15,3.78,2.302585092994046,4.07753744390572,0.0,0.68
4LBVJR8vS1V2bqhzFB01DU,2017.0,2010s,0.000393,0.219,0.491,0.581,0.158,0.0357,81.993,0.352,30.0,9.60958618027043,1.15,3.78,2.302585092994046,4.07753744390572,0.0,0.68
210bnFRVRTGdBJ1kt7DseV,2018.0,2010s,0.604,0.79,0.755,0.0,0.0285,0.164,100.016,0.902,4.0,5.214935757608986,1.25,2.63,4.5217885770490405,6.246106765481563,0.0136752136752136,0.52
0Do7xVYmWOniMBIedFt3Tr,2018.0,2010s,0.156,0.774,0.623,9.33e-06,0.0966,0.0664,155.995,0.607,22.0,7.034387929915503,1.84,3.02,4.060443010546419,5.541263545158426,0.0513784461152882,0.53
0DksEhfx63B1UHKCYXz3fj,2018.0,2010s,0.275,0.758,0.918,0.0,0.193,0.145,93.912,0.873,54.0,6.091309882077698,1.82,2.94,3.871201010907891,5.37989735354046,0.1128584643848288,0.44
4C7VConVsTBdMdfTgiwcZf,1988.0,1980s,0.5,0.611,0.581,0.000416,0.274,0.0301,104.131,0.773,5.0,5.700443573390687,1.25,2.63,4.5217885770490405,6.246106765481563,0.0136752136752136,0.52
4lzrtutzzginGTimVHClGX,2018.0,2010s,0.0822,0.751,0.908,0.0,0.109,0.274,101.928,0.604,10.0,3.1354942159291497,2.12,4.32,4.31748811353631,6.0063531596017325,0.0796001480932987,0.47
2SoIBaesFk1ByVK1bQhH4L,2016.0,2010s,0.00982,0.476,0.936,0.0,0.0723,0.0662,140.01,0.425,16.0,7.095893221097532,1.29,3.56,4.143134726391533,6.013715156042802,0.0407191961924907,0.5
38D6An8gogMbu5F1Z8QxM3,2018.0,2010s,0.000198,0.546,0.853,1.05e-05,0.069,0.064,128.056,0.771,30.0,7.9617188159813645,1.13,4.0,3.091042453358316,5.117993812416755,0.1095238095238095,0.53
6qZcq9975jZjdKCAfqLkKW,2013.0,2010s,0.00229,0.434,0.972,0.0993,0.311,0.131,81.535,0.558,22.0,8.156797046675651,1.16,4.02,4.007333185232471,5.384495062789089,0.0181691125087351,0.56
2l5MCU3EWn1dZ4xLACGx4b,2018.0,2010s,0.223,0.84,0.54,0.0,0.128,0.249,129.986,0.345,38.0,8.104401307921613,2.12,4.32,4.31748811353631,6.0063531596017325,0.0796001480932987,0.47
0k5kd8IQULAW4hJBwndWs5,2017.0,2010s,0.0818,0.519,0.689,0.0,0.222,0.149,98.412,0.515,47.0,7.252762418053187,1.84,3.15,4.418840607796598,5.958424693029782,0.0313158687142426,0.53
19imPJh2b6YxR5gi0ieDep,2018.0,2010s,0.381,0.772,0.504,0.0001,0.0886,0.11,178.003,0.741,24.0,6.018593214496234,2.12,4.32,4.31748811353631,6.0063531596017325,0.0796001480932987,0.47
0hcWKHCgdvsBAHkbLCrwQN,2014.0,2010s,0.267,0.644,0.52,0.0,0.362,0.063,142.736,0.358,40.0,10.775073762625803,1.11,3.59,4.04305126783455,5.8377304471659395,0.0363636363636363,0.49
2t0gWaiPRXvgmYkbf2iVwy,2018.0,2010s,1.9e-05,0.471,0.974,0.0104,0.223,0.066,104.979,0.521,6.0,4.248495242049359,1.33,3.78,3.7376696182833684,5.560681631015528,0.023170731707317,0.67
1AgA5zaySER3iRGz5a3vb5,2014.0,2010s,0.00668,0.381,0.872,0.0,0.0798,0.0394,101.977,0.69,15.0,5.783825182329737,1.33,3.78,3.7376696182833684,5.560681631015528,0.023170731707317,0.67
0cgMnELMo1E7XkkdubSKQr,2019.0,2010s,0.0101,0.757,0.903,0.00491,0.823,0.139,99.986,0.761,38.0,7.8252452914317745,1.73,4.07,4.110873864173311,5.849324779946859,0.0519774011299435,0.47
0A8P76W8MXeulFGIHNWSG1,2018.0,2010s,0.164,0.442,0.791,0.231,0.106,0.0388,154.053,0.59,27.0,6.38856140554563,1.13,3.28,3.258096538021482,4.990432586778736,0.0233333333333333,0.64
0m3nZMPoNlbbxcoonkyR4w,2015.0,2010s,0.0561,0.242,0.993,0.0,0.652,0.261,158.769,0.0996,13.0,5.840641657373398,1.33,3.78,3.7376696182833684,5.560681631015528,0.023170731707317,0.67
1pPesOxENcN3XdZGV3jOjs,2018.0,2010s,0.00361,0.405,0.571,0.159,0.12,0.048,127.156,0.526,32.0,8.798605650854423,1.32,4.27,3.295836866004329,5.332718793265369,0.0523076923076923,0.59
3xNAK5ySZSApBOI3rIgBMW,2016.0,2010s,0.219,0.808,0.716,2.78e-05,0.118,0.0649,94.976,0.752,31.0,6.634633357861686,1.84,3.15,4.418840607796598,5.958424693029782,0.0313158687142426,0.53
2eN6V8hiaW2BB7ol4UVvYf,2018.0,2010s,1.14e-05,0.38,0.963,0.182,0.396,0.0424,171.994,0.853,29.0,7.3632795869630385,1.4,2.9,3.970291913552122,5.564520407322694,0.028657616892911,0.5
5tJghWo8o7FYLtRDFpRg3R,2018.0,2010s,8.92e-05,0.388,0.885,0.00141,0.0959,0.0882,125.086,0.294,27.0,6.921658184151129,1.4,2.9,3.970291913552122,5.564520407322694,0.028657616892911,0.5
5jh147eWeuNyimT2Oo1A5J,2018.0,2010s,0.0048,0.158,0.632,0.0558,0.111,0.0568,190.508,0.23,23.0,6.78332520060396,1.13,2.56,3.6888794541139363,5.087596335232384,0.0445344129554655,0.62
1Gij4Ja8h7W64VXi1Eqj6j,2018.0,2010s,0.000872,0.636,0.699,0.152,0.128,0.0288,89.998,0.891,30.0,7.955074273262696,1.35,4.44,2.302585092994046,4.454347296253507,0.0277777777777777,0.72
0d0rlfhf8aCdbetNjIdJKb,2016.0,2010s,0.0682,0.678,0.68,0.0,0.0875,0.0365,119.996,0.201,52.0,9.744374580879056,2.16,3.97,4.564348191467836,6.318968113746434,0.0367301231802911,0.63
